Tanggal,Jenis Produk,Jumlah Order,Harga,Total
13/12/22,Craft Laminasi 290,2000.00,"Rp1.200,00","Rp2.400.000,00"
13/12/22,DUPLEKS 310 ,1000.00,"Rp1.200,00","Rp1.200.000,00"
14/12/22,Foodpak 260 Glossy ,2000.00,"Rp2.300,00","Rp4.600.000,00"
14/12/22,Dupleks 270 ,1000.00,"Rp2.000,00","Rp2.000.000,00"
14/12/22,Dupleks 350 ,2000.00,"Rp1.975,00","Rp3.950.000,00"
14/12/22,Kertas Sisa Ivory 300,1000.00,"Rp800,00","Rp800.000,00"
15/12/22,Craft Foodpak 290 Laminasi,1000.00,"Rp1.500,00","Rp1.500.000,00"
15/12/22,Dupleks 270 Eplex,3000.00,"Rp1.300,00","Rp3.900.000,00"
15/12/22,Ivory 270 ,1000.00,"Rp1.500,00","Rp1.500.000,00"
15/12/22,Ivory 350,1000.00,"Rp3.500,00","Rp3.500.000,00"
15/12/22,Dupleks 310,1000.00,"Rp1.300,00","Rp1.300.000,00"
15/12/22,Foodpak Glossy 320 ,1000.00,"Rp3.800,00","Rp3.800.000,00"
15/12/22,Foodpak Glossy 320 ,1000.00,"Rp2.600,00","Rp2.600.000,00"
15/12/22,Craft 310 ,1000.00,"Rp950,00","Rp950.000,00"
15/12/22,Ivory 250,1000.00,"Rp1.700,00","Rp1.700.000,00"
15/12/22,Craft Laminasi 290 ,3000.00,"Rp1.300,00","Rp3.900.000,00"
15/12/22,Dupleks 310 ,2000.00,"Rp1.850,00","Rp3.700.000,00"
15/12/22,Craft 270 ,1000.00,"Rp950,00","Rp950.000,00"
15/12/22,Ivory 230 ,2000.00,"Rp1.450,00","Rp2.900.000,00"
15/12/22,Craft 310 ,5000.00,"Rp1.200,00","Rp6.000.000,00"
15/12/22,PT SARI INDAH,100,"Rp3.000,00","Rp300.000,00"
15/12/22,Craft Laminasi 290 ,2000.00,"Rp1.600,00","Rp3.200.000,00"
15/12/22,Craft Laminasi 290 ,1000.00,"Rp1.200,00","Rp1.200.000,00"
15/12/22,Ivory 250,1000.00,"Rp1.650,00","Rp1.650.000,00"
15/12/22,Dupleks 310,1000.00,"Rp2.300,00","Rp2.300.000,00"
15/12/22,Dupleks 350 P,2000.00,"Rp1.500,00","Rp3.000.000,00"
15/12/22,NCR,100,"Rp18.000,00","Rp1.800.000,00"
15/12/22,Ivory 230,1000.00,"Rp1.200,00","Rp1.200.000,00"
15/12/22,Craft Laminasi 290 ,2000.00,"Rp900,00","Rp1.800.000,00"
15/12/22,Ivory 300 ,2000.00,"Rp1.500,00","Rp3.000.000,00"
15/12/22,Craft 275,1000.00,"Rp1.600,00","Rp1.600.000,00"
15/12/22,Dupleks 350 ,1000.00,"Rp2.200,00","Rp2.200.000,00"
15/12/22,Dupleks 350 ,1000.00,"Rp2.200,00","Rp2.200.000,00"
15/12/22,Foodpak 260 Matte ,1000.00,"Rp1.700,00","Rp1.700.000,00"
15/12/22,Dupleks 310 P ,2000.00,"Rp1.600,00","Rp3.200.000,00"
15/12/22,Ivory 230 ,1000.00,"Rp1.700,00","Rp1.700.000,00"
15/12/22,Craft Laminasi 290 ,1500.00,"Rp850,00","Rp1.275.000,00"
15/12/22,Craft Laminasi 290 ,2000.00,"Rp800,00","Rp1.600.000,00"
15/12/22,Craft Foodpak 290 ,1500.00,"Rp875,00","Rp1.312.500,00"
15/12/22,Dupleks 310 ,2000.00,"Rp1.400,00","Rp2.800.000,00"
15/12/22,Craft 275 Biasa,1000.00,"Rp1.000,00","Rp1.000.000,00"
15/12/22,Grease Proof ,1000.00,"Rp400,00","Rp400.000,00"
01/01/23,Dupleks 310  ,2000.00,"Rp1.800,00","Rp3.600.000,00"
01/01/23,Ivory 230,1000.00,"Rp1.400,00","Rp1.400.000,00"
01/01/23,Dupleks 310  ,2000.00,"Rp1.650,00","Rp3.300.000,00"
01/01/23,Dupleks 350 ,1000.00,"Rp2.250,00","Rp2.250.000,00"
01/01/23,Dupleks 400 ,1000.00,"Rp2.250,00","Rp2.250.000,00"
01/01/23,Ivory 230 ,1500.00,"Rp1.600,00","Rp2.400.000,00"
01/01/23,Dupleks 310 ,1000.00,"Rp1.800,00","Rp1.800.000,00"
01/01/23,Grease Proof ,2000.00,"Rp200,00","Rp400.000,00"
01/01/23,Dupleks 310 ,1000.00,"Rp1.900,00","Rp1.900.000,00"
01/01/23,Dupleks 310 ,2000.00,"Rp2.000,00","Rp4.000.000,00"
01/01/23,Grease Proof ,2000.00,"Rp200,00","Rp400.000,00"
01/01/23,Ivory 230,1000.00,"Rp950,00","Rp950.000,00"
01/01/23,Foodpak 295,1000.00,"Rp1.700,00","Rp1.700.000,00"
01/01/23,Ivory 270,2000.00,"Rp2.250,00","Rp4.500.000,00"
01/01/23,Ivory 270,1000.00,"Rp1.750,00","Rp1.750.000,00"
06/01/23,Craft Laminasi 290 ,4000.00,"Rp1.600,00","Rp6.400.000,00"
06/01/23,Duplex 310,5000.00,"Rp1.100,00","Rp5.500.000,00"
06/01/23,Ivory 230,1000.00,"Rp1.000,00","Rp1.000.000,00"
06/01/23,Foodpak 245  Matte,1000.00,"Rp1.800,00","Rp1.800.000,00"
06/01/23,Ivory 230,1000.00,"Rp1.700,00","Rp1.700.000,00"
06/01/23,Foodpak 260 ,1000.00,"Rp1.700,00","Rp1.700.000,00"
06/01/23,Foodpak 260 ,1000.00,"Rp1.800,00","Rp1.800.000,00"
06/01/23,Ivory 230,1000.00,"Rp1.700,00","Rp1.700.000,00"
06/01/23,Craft Laminasi 290 ,5000.00,"Rp850,00","Rp4.250.000,00"
06/01/23,Dupleks 310,1000.00,"Rp1.900,00","Rp1.900.000,00"
06/01/23,Kinstruk 150,1000.00,"Rp1.000,00","Rp1.000.000,00"
06/01/23,Craft Laminasi 290 ,1000.00,"Rp4.500,00","Rp4.500.000,00"
06/01/23,Craft Laminasi 290 ,1000.00,"Rp1.300,00","Rp1.300.000,00"
06/01/23,Craft Laminasi 290 ,1000.00,"Rp3.050,00","Rp3.050.000,00"
06/01/23,Ivory 250 ,2000.00,"Rp1.400,00","Rp2.800.000,00"
06/01/23,Ivory 230 ,1000.00,"Rp1.600,00","Rp1.600.000,00"
06/01/23,Ivory 270,1000.00,"Rp1.900,00","Rp1.900.000,00"
06/01/23,Ivory 270,1000.00,"Rp1.500,00","Rp1.500.000,00"
06/01/23,Grease Proof ,1000.00,"Rp400,00","Rp400.000,00"
06/01/23,Dupleks 270 ,1000.00,"Rp1.500,00","Rp1.500.000,00"
06/01/23,HVS ,20000.00,"Rp250,00","Rp5.000.000,00"
06/01/23,Dupleks 310 ,1000.00,"Rp1.800,00","Rp1.800.000,00"
06/01/23,Dupleks 310  ,1000.00,"Rp2.200,00","Rp2.200.000,00"
06/01/23,Dupleks 310 ,1000.00,"Rp1.550,00","Rp1.550.000,00"
06/01/23,Craft Laminasi 290 ,6000.00,"Rp950,00","Rp5.700.000,00"
06/01/23,Craft Laminasi 290 ,3000.00,"Rp800,00","Rp2.400.000,00"
06/01/23,Craft Foodpak 290 ,1500.00,"Rp875,00","Rp1.312.500,00"
06/01/23,Dupleks 350 ,2000.00,"Rp1.975,00","Rp3.950.000,00"
06/01/23,Ivory 230,1000.00,"Rp1.400,00","Rp1.400.000,00"
06/01/23,Dupleks 350 ,2000.00,"Rp1.600,00","Rp3.200.000,00"
06/01/23,Dupleks 310,1000.00,"Rp2.000,00","Rp2.000.000,00"
06/01/23,Craft 275,4000.00,"Rp700,00","Rp2.800.000,00"
06/01/23,Grease Proof ,1000.00,"Rp100,00","Rp100.000,00"
06/01/23,Dupleks 310  ,1000.00,"Rp1.800,00","Rp1.800.000,00"
06/01/23,Dupleks 310,1000.00,"Rp2.200,00","Rp2.200.000,00"
06/01/23,Dupleks 310,3500.00,"Rp1.700,00","Rp5.950.000,00"
06/01/23,Grease Proof ,1000.00,"Rp1.200,00","Rp1.200.000,00"
06/01/23,Foodpak Matte 245 ,1000.00,"Rp1.500,00","Rp1.500.000,00"
06/01/23,Craft Laminasi 290 ,1500.00,"Rp850,00","Rp1.275.000,00"
06/01/23,CEMERLANG INDAH SELARAS,1000.00,"Rp1.850,00","Rp1.850.000,00"
06/01/23,Ivory 270,1000.00,"Rp1.750,00","Rp1.750.000,00"
06/01/23,Grease Proof ,2000.00,"Rp300,00","Rp600.000,00"
06/01/23,Ivory 245 Matte,1000.00,"Rp1.800,00","Rp1.800.000,00"
06/01/23,Dupleks 310 ,1000.00,"Rp2.000,00","Rp2.000.000,00"
06/01/23,Ivory 230 ,1000.00,"Rp1.000,00","Rp1.000.000,00"
06/01/23,Craft 310 ,5000.00,"Rp1.200,00","Rp6.000.000,00"
06/01/23,Foodpak Matte 245,4000.00,"Rp1.000,00","Rp4.000.000,00"
06/01/23,Ivory 230 ,1500.00,"Rp1.600,00","Rp2.400.000,00"
06/01/23,Dupleks 350  ,1000.00,"Rp3.000,00","Rp3.000.000,00"
06/01/23,Dupleks 350 ,1000.00,"Rp2.650,00","Rp2.650.000,00"
06/01/23,Dupleks 350 ,500,"Rp3.800,00","Rp1.900.000,00"
06/01/23,Dupleks 350 ,500,"Rp2.600,00","Rp1.300.000,00"
06/01/23,Grease Proof ,500,"Rp300,00","Rp150.000,00"
06/01/23,Grease Proof ,2000.00,"Rp400,00","Rp800.000,00"
06/01/23,Dupleks 350 ,1000.00,"Rp2.000,00","Rp2.000.000,00"
06/01/23,Dupleks 310 ,2000.00,"Rp1.900,00","Rp3.800.000,00"
06/01/23,Ivory 300 ,1000.00,"Rp2.400,00","Rp2.400.000,00"
06/01/23,Grease Proof ,1000.00,"Rp300,00","Rp300.000,00"
01/02/23,Ivory 230,1000.00,"Rp1.350,00","Rp1.350.000,00"
01/02/23,Dupleks 310,1000.00,"Rp1.700,00","Rp1.700.000,00"
01/02/23,Foodpak Matte 245,1000.00,"Rp900,00","Rp900.000,00"
01/02/23,Foodpak 260 Glossy ,5000.00,"Rp1.450,00","Rp7.250.000,00"
01/02/23,Craft Laminasi 290 ,4000.00,"Rp1.600,00","Rp6.400.000,00"
01/02/23,Foodpak Matte 245,1000.00,"Rp1.600,00","Rp1.600.000,00"
05/02/23,CEMERLANG INDAH SELARAS,1000.00,"Rp1.850,00","Rp1.850.000,00"
05/02/23,Ivory 230,1000.00,"Rp1.600,00","Rp1.600.000,00"
05/02/23,Craft Laminasi 290 ,2000.00,"Rp900,00","Rp1.800.000,00"
05/02/23,Duplex 310,5000.00,"Rp1.100,00","Rp5.500.000,00"
05/02/23,Grease Proof ,3500.00,"Rp250,00","Rp875.000,00"
05/02/23,Ivory 230,1000.00,"Rp1.400,00","Rp1.400.000,00"
05/02/23,Ivory 230 ,1000.00,"Rp950,00","Rp950.000,00"
09/02/23,Craft Foodpak 290 ,1500.00,"Rp1.200,00","Rp1.800.000,00"
09/02/23,Foodpak Matte 245 ,1000.00,"Rp1.200,00","Rp1.200.000,00"
09/02/23,Dupleks 310  ,2000.00,"Rp1.900,00","Rp3.800.000,00"
09/02/23,Dupleks 310 P,2000.00,"Rp1.450,00","Rp2.900.000,00"
09/02/23,Dupleks 350 P,2000.00,"Rp1.500,00","Rp3.000.000,00"
09/02/23,Dupleks 310,1000.00,"Rp2.000,00","Rp2.000.000,00"
09/02/23,Ivory 270,2000.00,"Rp1.900,00","Rp3.800.000,00"
09/02/23,Craft Biasa 310 ,1000.00,"Rp1.700,00","Rp1.700.000,00"
09/02/23,Grease Proof ,1000.00,"Rp300,00","Rp300.000,00"
09/02/23,Craft Packaging 8,1000.00,"Rp1.200,00","Rp1.200.000,00"
13/02/23,Foodpak 260 Glossy ,3500.00,"Rp2.300,00","Rp8.050.000,00"
13/02/23,Craft Packaging 8,1000.00,"Rp1.200,00","Rp1.200.000,00"
13/02/23,Ivory 270,1000.00,"Rp2.600,00","Rp2.600.000,00"
13/02/23,Craft Laminasi 290 ,2000.00,"Rp800,00","Rp1.600.000,00"
13/02/23,Craft Foodpak 290 ,1000.00,"Rp875,00","Rp875.000,00"
13/02/23,Craft Laminasi 290 ,1000.00,"Rp850,00","Rp850.000,00"
13/02/23,Ivory 230,3500.00,"Rp750,00","Rp2.625.000,00"
13/02/23,PT SARI INDAH,100,"Rp3.000,00","Rp300.000,00"
13/02/23,Kertas Folio,50,"Rp12.000,00","Rp600.000,00"
16/02/23,Ivory 230,1000.00,"Rp1.000,00","Rp1.000.000,00"
16/02/23,245,1000.00,"Rp1.000,00","Rp1.000.000,00"
16/02/23,Dupleks 350,1000.00,"Rp2.500,00","Rp2.500.000,00"
16/02/23,Dupleks 400,1000.00,"Rp2.500,00","Rp2.500.000,00"
16/02/23,Ivory 230,3500.00,"Rp800,00","Rp2.800.000,00"
16/02/23,Grease Proof ,1000.00,"Rp300,00","Rp300.000,00"
16/02/23,Ivory 230,1000.00,"Rp1.800,00","Rp1.800.000,00"
16/02/23,NCR,100,"Rp18.000,00","Rp1.800.000,00"
19/02/23,Ivory 230 ,1000.00,"Rp1.100,00","Rp1.100.000,00"
19/02/23,Ivory 250 ,1000.00,"Rp1.700,00","Rp1.700.000,00"
19/02/23,Craft 310 ,1000.00,"Rp2.000,00","Rp2.000.000,00"
19/02/23,Ivory 230 ,1000.00,"Rp1.650,00","Rp1.650.000,00"
19/02/23,Grease Proof ,1000.00,"Rp300,00","Rp300.000,00"
19/02/23,Stiker Kertas,124,"Rp124,00","Rp15.376,00"
19/02/23,Foodpak 260 Glossy ,5000.00,"Rp1.200,00","Rp6.000.000,00"
19/02/23,Foodpak Matte 245 ,2000.00,"Rp1.500,00","Rp3.000.000,00"
21/02/23,HVS ,40000.00,"Rp250,00","Rp10.000.000,00"
21/02/23,Foodpak 260 ,1000.00,"Rp1.700,00","Rp1.700.000,00"
21/02/23,Craft Laminasi 290 ,3000.00,"Rp800,00","Rp2.400.000,00"
21/02/23,Craft Foodpak 290 ,2000.00,"Rp875,00","Rp1.750.000,00"
23/02/23,Craft Laminasi 290 ,5000.00,"Rp850,00","Rp4.250.000,00"
23/02/23,Craft Laminasi 290 ,3000.00,"Rp700,00","Rp2.100.000,00"
23/02/23,Ivory 230 ,2000.00,"Rp1.450,00","Rp2.900.000,00"
02/03/23,Dupleks 350 ,2000.00,"Rp1.975,00","Rp3.950.000,00"
02/03/23,Ivory 230 ,3000.00,"Rp950,00","Rp2.850.000,00"
02/03/23,Craft Packaging 8,1000.00,"Rp1.250,00","Rp1.250.000,00"
02/03/23,Ivory 250  + Laminasi,1000.00,"Rp2.700,00","Rp2.700.000,00"
03/03/23,Dupleks 310  ,2000.00,"Rp1.600,00","Rp3.200.000,00"
04/03/23,Ivory 270,2000.00,"Rp2.250,00","Rp4.500.000,00"
04/03/23,Ivory 270,1000.00,"Rp2.900,00","Rp2.900.000,00"
04/03/23,Ivory 270,2000.00,"Rp1.800,00","Rp3.600.000,00"
06/03/23,Dupleks 350 ,2000.00,"Rp1.600,00","Rp3.200.000,00"
06/03/23,Foodpak Matte 245 ,2000.00,"Rp1.500,00","Rp3.000.000,00"
06/03/23,Ivory 230,1000.00,"Rp1.350,00","Rp1.350.000,00"
06/03/23,Dupleks 310 ,1500.00,"Rp1.700,00","Rp2.550.000,00"
06/03/23,Foodpak Glossy 320 ,1000.00,"Rp3.800,00","Rp3.800.000,00"
06/03/23,Dupleks 270  ,2500.00,"Rp1.700,00","Rp4.250.000,00"
09/03/23,Ivory 270,1000.00,"Rp2.400,00","Rp2.400.000,00"
09/03/23,Grease Proof ,1000.00,"Rp300,00","Rp300.000,00"
09/03/23,Dupleks 310 ,1000.00,"Rp1.600,00","Rp1.600.000,00"
09/03/23,Craft Laminasi 290 ,4000.00,"Rp1.700,00","Rp6.800.000,00"
10/03/23,Craft Laminasi 290 ,1000.00,"Rp1.200,00","Rp1.200.000,00"
11/03/23,Craft Laminasi 290 ,2000.00,"Rp1.600,00","Rp3.200.000,00"
11/03/23,Craft Laminasi 290 ,1000.00,"Rp1.200,00","Rp1.200.000,00"
12/03/23,Ivory 250 ,2000.00,"Rp1.400,00","Rp2.800.000,00"
13/03/23,Dupleks 310 ,1000.00,"Rp1.550,00","Rp1.550.000,00"
14/03/23,Ivory 230,1120.00,"Rp1.050,00","Rp1.176.000,00"
14/03/23,Ivory 230,2000.00,"Rp945,00","Rp1.890.000,00"
14/03/23,Dupleks 350 ,1000.00,"Rp2.000,00","Rp2.000.000,00"
14/03/23,Ivory 250,1000.00,"Rp1.900,00","Rp1.900.000,00"
14/03/23,Grease Proof ,3500.00,"Rp250,00","Rp875.000,00"
14/03/23,Dupleks 310  ,2000.00,"Rp1.800,00","Rp3.600.000,00"
14/03/23,Grease Proof ,2000.00,"Rp300,00","Rp600.000,00"
15/03/23,Ivory 250,1000.00,"Rp1.100,00","Rp1.100.000,00"
15/03/23,Craft Laminasi 290 ,2000.00,"Rp800,00","Rp1.600.000,00"
15/03/23,Craft Foodpak 290 ,1500.00,"Rp875,00","Rp1.312.500,00"
15/03/23,Craft Laminasi 290 ,1000.00,"Rp850,00","Rp850.000,00"
15/03/23,Ivory 350,1000.00,"Rp1.100,00","Rp1.100.000,00"
15/03/23,Ivory 350,1000.00,"Rp1.100,00","Rp1.100.000,00"
15/03/23,Dupleks 350 ,2000.00,"Rp1.500,00","Rp3.000.000,00"
18/03/23,Craft Laminasi 290 ,1000.00,"Rp1.200,00","Rp1.200.000,00"
18/03/23,Dupleks 310  ,1000.00,"Rp2.200,00","Rp2.200.000,00"
19/03/23,Ivory 250 ,1000.00,"Rp2.000,00","Rp2.000.000,00"
19/03/23,Ivory 250 ,1000.00,"Rp1.900,00","Rp1.900.000,00"
20/03/23,Craft Laminasi 290 ,2000.00,"Rp900,00","Rp1.800.000,00"
20/03/23,Craft Foodpak 290 0,2000.00,"Rp1.200,00","Rp2.400.000,00"
20/03/23,Ivory 230,3000.00,"Rp950,00","Rp2.850.000,00"
23/03/23,Foodpak Matte 245 ,5000.00,"Rp1.500,00","Rp7.500.000,00"
23/03/23,Foodpak Matte 245 ,4000.00,"Rp1.050,00","Rp4.200.000,00"
24/03/23,Ivory 270 ,2000.00,"Rp900,00","Rp1.800.000,00"
24/03/23,Ivory 230,1000.00,"Rp1.450,00","Rp1.450.000,00"
24/03/23,Dupleks 270 Laminating,1000.00,"Rp2.000,00","Rp2.000.000,00"
24/03/23,Ivory 270,1000.00,"Rp2.700,00","Rp2.700.000,00"
25/03/23,Grease Proof ,2000.00,"Rp300,00","Rp600.000,00"
25/03/23,Grease Proof ,1000.00,"Rp300,00","Rp300.000,00"
25/03/23,Dupleks 310  ,1000.00,"Rp2.000,00","Rp2.000.000,00"
25/03/23,DUPLEKS 310 ,1000.00,"Rp1.300,00","Rp1.300.000,00"
28/03/23,Ivory 230 ,1000.00,"Rp1.500,00","Rp1.500.000,00"
28/03/23,Foodpak Matte 245 ,3000.00,"Rp1.200,00","Rp3.600.000,00"
29/03/23,Foodpak Matte 245 ,3500.00,"Rp1.200,00","Rp4.200.000,00"
29/03/23,Foodpak Matte 245 ,1000.00,"Rp1.200,00","Rp1.200.000,00"
30/03/23,Dupleks 310 ,2000.00,"Rp1.400,00","Rp2.800.000,00"
31/03/23,Craft Laminasi 290 ,2000.00,"Rp800,00","Rp1.600.000,00"
01/04/23,Foodpak Glossy 320 ,1000.00,"Rp2.600,00","Rp2.600.000,00"
01/04/23,Dupleks 310  ,1000.00,"Rp1.800,00","Rp1.800.000,00"
03/04/23,Foodpak Matte 245 ,3000.00,"Rp1.500,00","Rp4.500.000,00"
03/04/23,Ivory 230,1000.00,"Rp1.350,00","Rp1.350.000,00"
03/04/23,Craft Laminasi 290 ,5000.00,"Rp850,00","Rp4.250.000,00"
03/04/23,Dupleks 310  ,1000.00,"Rp1.800,00","Rp1.800.000,00"
04/04/23,Duplex 310,5000.00,"Rp1.100,00","Rp5.500.000,00"
04/04/23,Dupleks 270 ,1000.00,"Rp1.600,00","Rp1.600.000,00"
05/04/23,Grease Proof ,3500.00,"Rp250,00","Rp875.000,00"
05/04/23,Grease Proof ,1000.00,"Rp300,00","Rp300.000,00"
05/04/23,Grease Proof ,1000.00,"Rp300,00","Rp300.000,00"
07/04/23,Ivory 250,1000.00,"Rp1.000,00","Rp1.000.000,00"
07/04/23,Kinstruk 150 gsm,2000.00,"Rp500,00","Rp1.000.000,00"
10/04/23,Ivory 250,1000.00,"Rp1.600,00","Rp1.600.000,00"
10/04/23,Foodpak Matte 245 ,1000.00,"Rp1.200,00","Rp1.200.000,00"
12/04/23,Craft Laminasi 290 ,4000.00,"Rp1.600,00","Rp6.400.000,00"
12/04/23,ivory 230 ,1000.00,"Rp1.200,00","Rp1.200.000,00"
12/04/23,Ivory 250,1000.00,"Rp1.700,00","Rp1.700.000,00"
12/04/23,Ivory 350,2000.00,"Rp950,00","Rp1.900.000,00"
13/04/23,Ivory 350,2000.00,"Rp950,00","Rp1.900.000,00"
13/04/23,Foodpak Matte 245 ,3500.00,"Rp1.000,00","Rp3.500.000,00"
14/04/23,Craft Foodpak ,1000.00,"Rp600,00","Rp600.000,00"
14/04/23,Craft Foodpak ,1000.00,"Rp1.800,00","Rp1.800.000,00"
14/04/23,Kinstruk 150 gsm,215,"Rp99.970,00","Rp21.493.550,00"
15/04/23,Craft Foodpak ,3000.00,"Rp1.875,00","Rp5.625.000,00"
15/04/23,Ivory 300 ,1000.00,"Rp2.400,00","Rp2.400.000,00"
15/04/23,Grease Proof ,1000.00,"Rp300,00","Rp300.000,00"
16/04/23,Craft Laminasi 290 ,2000.00,"Rp800,00","Rp1.600.000,00"
16/04/23,Craft Foodpak 290 ,1500.00,"Rp875,00","Rp1.312.500,00"
17/04/23,Duplex 310,5000.00,"Rp1.100,00","Rp5.500.000,00"
17/04/23,Dupleks 350,1000.00,"Rp2.250,00","Rp2.250.000,00"
17/04/23,Dupleks 400,1000.00,"Rp2.250,00","Rp2.250.000,00"
18/04/23,CEMERLANG INDAH SELARAS,1000.00,"Rp1.850,00","Rp1.850.000,00"
23/04/23,Craft Packaging 8,1000.00,"Rp1.200,00","Rp1.200.000,00"
23/04/23,Craft 290 Laminasi 8,1000.00,"Rp950,00","Rp950.000,00"
23/04/23,Ivory 250,1000.00,"Rp1.300,00","Rp1.300.000,00"
